40.5 NA
116.7 NA
191.325 NA
269.5125 NA
345.8 NA
425.0375 NA
500.325 NA
575.575 NA
649.6875 NA
725.8375 NA
809.275 NA
884.625 NA
958.7375 NA
1036.325 NA
1117.15 NA
1192.5125 NA
1270.7125 NA
1347.4875 NA
1422.4625 NA
1500.025 NA
1578.4875 NA
1656.3375 NA
1731.925 NA
1806.15 NA
1883.6125 NA
1959.8375 NA
2041.2 NA
2117.3375 NA
2193.4375 NA
2268.3 NA
2347.475 NA
2425.4125 NA
2503.2 NA
2580.230769230769 2577.5
2655.472222222222 2635.625
2729.4 2692.6
2807.6724137931033 2778.590909090909
2884.731707317073 2860.4358974358975
2952.125 2936.875
NA 3025.4125
