50.5 NA NA NA NA
145.51 NA NA NA NA
242.93 NA NA NA NA
337.95 NA NA NA NA
434.09 NA NA NA NA
529.78 NA NA NA NA
630.66 NA NA NA NA
727.62 NA NA NA NA
823.33 NA NA NA NA
921.68 NA NA NA NA
1018.96 NA NA NA NA
1115.82 NA NA NA NA
1212.94 NA NA NA NA
1309.09 NA NA NA NA
1406.95 NA NA NA NA
1503.11 NA NA NA NA
1601.51 NA NA NA NA
1696.51 NA NA NA NA
1793.36 NA NA NA NA
1892.3 NA NA NA NA
1987.97 NA NA NA NA
2083.11 NA NA NA NA
2180.31 NA NA NA NA
2276.61 NA NA NA NA
2372.3 NA NA NA NA
2470.11 NA NA NA NA
2570.14 NA NA NA NA
2666.49 NA NA NA NA
2762.29 NA NA NA NA
NA 2866.5 NA NA NA
NA 2962.04 NA NA NA
NA 3057.03 NA NA NA
NA 3154.43 NA NA NA
NA 3249.83 NA NA NA
NA 3350.72 NA NA NA
NA 3445.86 NA NA NA
NA 3542.56 NA NA NA
NA 3639.32 NA NA NA
NA 3737.73 NA NA NA
NA 3833.84 NA NA NA
NA 3928.88 NA NA NA
NA 4024.3 NA NA NA
NA 4119.0 NA NA NA
NA 4216.46 NA NA NA
NA 4311.41 NA NA NA
NA 4417.36 NA NA NA
NA NA 4518.5 NA NA
NA NA 4613.84 NA NA
NA NA 4710.19 NA NA
NA NA 4806.63 NA NA
NA NA 4905.77 NA NA
NA NA 5001.18 NA NA
NA NA 5097.32 NA NA
NA NA 5194.69 NA NA
NA NA 5289.36 NA NA
NA NA 5385.26 NA NA
NA NA 5484.07 NA NA
NA NA 5584.13 NA NA
NA NA 5679.93 NA NA
NA NA 5778.76 NA NA
NA NA 5874.88 NA NA
NA NA 5971.33 NA NA
NA NA 6066.58 NA NA
NA NA 6166.43 NA NA
NA NA 6262.31 NA NA
NA NA 6358.69 NA NA
NA NA 6455.64 NA NA
NA NA 6551.36 NA NA
NA NA 6651.32 NA NA
NA NA 6747.74 NA NA
NA NA NA 6849.5 NA
NA NA NA 6944.91 NA
NA NA NA 7041.7 NA
NA NA NA 7138.9 NA
NA NA NA 7233.63 NA
NA NA NA 7328.83 NA
NA NA NA 7427.2 NA
NA NA NA 7523.05 NA
NA NA NA 7623.54 NA
NA NA NA 7721.62 NA
NA NA NA 7818.09 NA
NA NA NA 7913.85 NA
NA NA NA 8008.78 NA
NA NA NA 8103.19 NA
NA NA NA 8202.45 NA
NA NA NA 8296.54 NA
NA NA NA 8381.377358490567 8401.063829787234
NA NA NA 8476.166666666666 8488.614285714286
NA NA NA 8570.08888888889 8595.309090909092
NA NA NA 8662.275 8687.283333333333
NA NA NA 8757.77358490566 8785.255319148937
NA NA NA 8844.591836734693 8885.21568627451
NA NA NA 8973.491228070176 8939.116279069767
NA NA NA 9072.887096774193 9024.078947368422
NA NA NA 9164.363636363636 9125.511111111111
NA NA NA 9220.849056603774 9258.595744680852
NA NA NA 9312.196078431372 9353.408163265307
NA NA NA 9410.578947368422 9450.651162790698
NA NA NA 9544.923076923076 9505.1875
NA NA NA 9602.0 9632.534482758621
