100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
100 0 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 100 0 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 100 0 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 100 0
0 0 0 53 47
0 0 0 30 70
0 0 0 45 55
0 0 0 40 60
0 0 0 53 47
0 0 0 49 51
0 0 0 57 43
0 0 0 62 38
0 0 0 55 45
0 0 0 53 47
0 0 0 51 49
0 0 0 57 43
0 0 0 52 48
0 0 0 42 58
